id,org_id,user_id,anonymous_id,event_name,event_time,session_id,source,page,properties_json,created_at
24,1,,anon_ee4bd350f104ad27,page_viewed,2026-05-02T12:31:50+00:00,s_31f090219b6f,WhatsApp,/events,"{""channel"": ""WhatsApp"", ""page_num"": 2}",2026-05-02T12:31:50+00:00
25,1,,anon_ee4bd350f104ad27,page_viewed,2026-05-02T17:53:43+00:00,s_31f090219b6f,WhatsApp,/settings,"{""channel"": ""WhatsApp"", ""page_num"": 3}",2026-05-02T17:53:43+00:00
26,1,,anon_ee4bd350f104ad27,page_viewed,2026-05-02T13:57:28+00:00,s_31f090219b6f,WhatsApp,/events,"{""channel"": ""WhatsApp"", ""page_num"": 4}",2026-05-02T13:57:28+00:00
27,1,,anon_ee4bd350f104ad27,page_viewed,2026-05-02T23:42:34+00:00,s_31f090219b6f,WhatsApp,/onboarding,"{""channel"": ""WhatsApp"", ""page_num"": 5}",2026-05-02T23:42:34+00:00
28,1,,anon_ee4bd350f104ad27,page_viewed,2026-05-02T15:13:10+00:00,s_31f090219b6f,WhatsApp,/events,"{""channel"": ""WhatsApp"", ""page_num"": 6}",2026-05-02T15:13:10+00:00
29,1,,anon_ee4bd350f104ad27,page_viewed,2026-05-02T11:27:45+00:00,s_31f090219b6f,WhatsApp,/,"{""channel"": ""WhatsApp"", ""page_num"": 7}",2026-05-02T11:27:45+00:00
30,1,,anon_ee4bd350f104ad27,signup_started,2026-05-02T18:57:24+00:00,s_31f090219b6f,WhatsApp,/signup,"{""channel"": ""WhatsApp""}",2026-05-02T18:57:24+00:00
31,1,,anon_b81bda1d386a9050,page_viewed,2026-06-13T23:05:50+00:00,s_ec38704b22c0,Instagram,/profile,"{""channel"": ""Instagram"", ""page_num"": 1}",2026-06-13T23:05:50+00:00
32,1,,anon_b81bda1d386a9050,page_viewed,2026-06-13T15:59:36+00:00,s_ec38704b22c0,Instagram,/events,"{""channel"": ""Instagram"", ""page_num"": 2}",2026-06-13T15:59:36+00:00
33,1,,anon_b81bda1d386a9050,page_viewed,2026-06-13T18:24:58+00:00,s_ec38704b22c0,Instagram,/search,"{""channel"": ""Instagram"", ""page_num"": 3}",2026-06-13T18:24:58+00:00
34,1,,anon_b81bda1d386a9050,page_viewed,2026-06-13T21:51:14+00:00,s_ec38704b22c0,Instagram,/onboarding,"{""channel"": ""Instagram"", ""page_num"": 4}",2026-06-13T21:51:14+00:00
35,1,,anon_b81bda1d386a9050,page_viewed,2026-06-13T16:07:18+00:00,s_ec38704b22c0,Instagram,/events,"{""channel"": ""Instagram"", ""page_num"": 5}",2026-06-13T16:07:18+00:00
36,1,,anon_b81bda1d386a9050,page_viewed,2026-06-13T11:05:21+00:00,s_ec38704b22c0,Instagram,/onboarding,"{""channel"": ""Instagram"", ""page_num"": 6}",2026-06-13T11:05:21+00:00
37,1,,anon_209e6e485e24038e,page_viewed,2026-06-05T14:54:24+00:00,s_0fd7b0f24f90,Organic,/search,"{""channel"": ""Organic"", ""page_num"": 1}",2026-06-05T14:54:24+00:00
38,1,,anon_209e6e485e24038e,page_viewed,2026-06-05T18:49:23+00:00,s_0fd7b0f24f90,Organic,/signup,"{""channel"": ""Organic"", ""page_num"": 2}",2026-06-05T18:49:23+00:00
39,1,,anon_209e6e485e24038e,page_viewed,2026-06-05T15:06:25+00:00,s_0fd7b0f24f90,Organic,/,"{""channel"": ""Organic"", ""page_num"": 3}",2026-06-05T15:06:25+00:00
40,1,,anon_209e6e485e24038e,page_viewed,2026-06-05T22:20:09+00:00,s_0fd7b0f24f90,Organic,/dashboard,"{""channel"": ""Organic"", ""page_num"": 4}",2026-06-05T22:20:09+00:00
41,1,,anon_209e6e485e24038e,page_viewed,2026-06-05T15:31:43+00:00,s_0fd7b0f24f90,Organic,/settings,"{""channel"": ""Organic"", ""page_num"": 5}",2026-06-05T15:31:43+00:00
42,1,,anon_209e6e485e24038e,page_viewed,2026-06-05T12:38:18+00:00,s_0fd7b0f24f90,Organic,/signup,"{""channel"": ""Organic"", ""page_num"": 6}",2026-06-05T12:38:18+00:00
43,1,,anon_b3f5a21cd3e78237,page_viewed,2026-05-27T23:40:53+00:00,s_1f9b5662b048,Instagram,/onboarding,"{""channel"": ""Instagram"", ""page_num"": 1}",2026-05-27T23:40:53+00:00
44,1,,anon_b3f5a21cd3e78237,page_viewed,2026-05-27T23:18:45+00:00,s_1f9b5662b048,Instagram,/search,"{""channel"": ""Instagram"", ""page_num"": 2}",2026-05-27T23:18:45+00:00
45,1,,anon_b3f5a21cd3e78237,page_viewed,2026-05-27T09:51:21+00:00,s_1f9b5662b048,Instagram,/signup,"{""channel"": ""Instagram"", ""page_num"": 3}",2026-05-27T09:51:21+00:00
46,1,,anon_b3f5a21cd3e78237,page_viewed,2026-05-27T14:54:46+00:00,s_1f9b5662b048,Instagram,/onboarding,"{""channel"": ""Instagram"", ""page_num"": 4}",2026-05-27T14:54:46+00:00
47,1,,anon_c6aa7991dd8cf1ca,page_viewed,2026-06-13T13:01:35+00:00,s_d0a4a31afc00,Instagram,/search,"{""channel"": ""Instagram"", ""page_num"": 1}",2026-06-13T13:01:35+00:00
48,1,,anon_c6aa7991dd8cf1ca,page_viewed,2026-06-13T18:27:43+00:00,s_d0a4a31afc00,Instagram,/settings,"{""channel"": ""Instagram"", ""page_num"": 2}",2026-06-13T18:27:43+00:00
49,1,,anon_c6aa7991dd8cf1ca,page_viewed,2026-06-13T19:48:25+00:00,s_d0a4a31afc00,Instagram,/search,"{""channel"": ""Instagram"", ""page_num"": 3}",2026-06-13T19:48:25+00:00
50,1,,anon_c6aa7991dd8cf1ca,page_viewed,2026-06-13T10:33:46+00:00,s_d0a4a31afc00,Instagram,/dashboard,"{""channel"": ""Instagram"", ""page_num"": 4}",2026-06-13T10:33:46+00:00
51,1,,anon_c6aa7991dd8cf1ca,page_viewed,2026-06-13T17:44:59+00:00,s_d0a4a31afc00,Instagram,/onboarding,"{""channel"": ""Instagram"", ""page_num"": 5}",2026-06-13T17:44:59+00:00
52,1,,anon_c6aa7991dd8cf1ca,page_viewed,2026-06-13T20:06:08+00:00,s_d0a4a31afc00,Instagram,/profile,"{""channel"": ""Instagram"", ""page_num"": 6}",2026-06-13T20:06:08+00:00
53,1,,anon_c6aa7991dd8cf1ca,page_viewed,2026-06-13T09:54:59+00:00,s_d0a4a31afc00,Instagram,/dashboard,"{""channel"": ""Instagram"", ""page_num"": 7}",2026-06-13T09:54:59+00:00
54,1,,anon_711f4ae4233731e0,page_viewed,2026-05-19T08:23:46+00:00,s_bf95ff33cdea,LinkedIn,/events,"{""channel"": ""LinkedIn"", ""page_num"": 1}",2026-05-19T08:23:46+00:00
55,1,,anon_711f4ae4233731e0,page_viewed,2026-05-19T12:24:27+00:00,s_bf95ff33cdea,LinkedIn,/signup,"{""channel"": ""LinkedIn"", ""page_num"": 2}",2026-05-19T12:24:27+00:00
56,1,,anon_711f4ae4233731e0,page_viewed,2026-05-19T09:06:22+00:00,s_bf95ff33cdea,LinkedIn,/settings,"{""channel"": ""LinkedIn"", ""page_num"": 3}",2026-05-19T09:06:22+00:00
57,1,,anon_711f4ae4233731e0,signup_started,2026-05-19T09:07:32+00:00,s_bf95ff33cdea,LinkedIn,/signup,"{""channel"": ""LinkedIn""}",2026-05-19T09:07:32+00:00
58,1,,anon_6f0eebef97e89057,page_viewed,2026-06-02T17:44:38+00:00,s_658a83773da8,Paid Ads,/signup,"{""channel"": ""Paid Ads"", ""page_num"": 1}",2026-06-02T17:44:38+00:00
59,1,,anon_6f0eebef97e89057,page_viewed,2026-06-02T20:49:44+00:00,s_658a83773da8,Paid Ads,/events,"{""channel"": ""Paid Ads"", ""page_num"": 2}",2026-06-02T20:49:44+00:00
60,1,,anon_6f0eebef97e89057,page_viewed,2026-06-02T22:55:52+00:00,s_658a83773da8,Paid Ads,/search,"{""channel"": ""Paid Ads"", ""page_num"": 3}",2026-06-02T22:55:52+00:00
61,1,,anon_6f0eebef97e89057,page_viewed,2026-06-02T16:40:41+00:00,s_658a83773da8,Paid Ads,/settings,"{""channel"": ""Paid Ads"", ""page_num"": 4}",2026-06-02T16:40:41+00:00
62,1,,anon_6f0eebef97e89057,page_viewed,2026-06-02T19:00:07+00:00,s_658a83773da8,Paid Ads,/events,"{""channel"": ""Paid Ads"", ""page_num"": 5}",2026-06-02T19:00:07+00:00
63,1,,anon_6f0eebef97e89057,signup_started,2026-06-02T23:41:42+00:00,s_658a83773da8,Paid Ads,/signup,"{""channel"": ""Paid Ads""}",2026-06-02T23:41:42+00:00
64,1,,anon_05e514ff399557cb,page_viewed,2026-06-10T13:24:30+00:00,s_cb5a1c0e1834,Referral,/search,"{""channel"": ""Referral"", ""page_num"": 1}",2026-06-10T13:24:30+00:00
65,1,,anon_05e514ff399557cb,page_viewed,2026-06-10T17:36:08+00:00,s_cb5a1c0e1834,Referral,/events,"{""channel"": ""Referral"", ""page_num"": 2}",2026-06-10T17:36:08+00:00
66,1,,anon_05e514ff399557cb,page_viewed,2026-06-10T18:04:45+00:00,s_cb5a1c0e1834,Referral,/signup,"{""channel"": ""Referral"", ""page_num"": 3}",2026-06-10T18:04:45+00:00
67,1,,anon_05e514ff399557cb,page_viewed,2026-06-10T20:52:44+00:00,s_cb5a1c0e1834,Referral,/,"{""channel"": ""Referral"", ""page_num"": 4}",2026-06-10T20:52:44+00:00
68,1,,anon_05e514ff399557cb,page_viewed,2026-06-10T20:35:52+00:00,s_cb5a1c0e1834,Referral,/settings,"{""channel"": ""Referral"", ""page_num"": 5}",2026-06-10T20:35:52+00:00
69,1,,anon_05e514ff399557cb,page_viewed,2026-06-10T10:33:53+00:00,s_cb5a1c0e1834,Referral,/events,"{""channel"": ""Referral"", ""page_num"": 6}",2026-06-10T10:33:53+00:00
70,1,,anon_e5c943b1a898dac4,page_viewed,2026-05-04T09:08:36+00:00,s_5075b55accee,Instagram,/onboarding,"{""channel"": ""Instagram"", ""page_num"": 1}",2026-05-04T09:08:36+00:00
71,1,,anon_e5c943b1a898dac4,page_viewed,2026-05-04T13:05:35+00:00,s_5075b55accee,Instagram,/dashboard,"{""channel"": ""Instagram"", ""page_num"": 2}",2026-05-04T13:05:35+00:00
72,1,,anon_1fed7603fadc9704,page_viewed,2026-05-29T08:15:19+00:00,s_f1fa7e6afa23,WhatsApp,/,"{""channel"": ""WhatsApp"", ""page_num"": 1}",2026-05-29T08:15:19+00:00
73,1,,anon_1fed7603fadc9704,page_viewed,2026-05-29T17:42:34+00:00,s_f1fa7e6afa23,WhatsApp,/settings,"{""channel"": ""WhatsApp"", ""page_num"": 2}",2026-05-29T17:42:34+00:00
74,1,,anon_1fed7603fadc9704,page_viewed,2026-05-29T12:36:31+00:00,s_f1fa7e6afa23,WhatsApp,/profile,"{""channel"": ""WhatsApp"", ""page_num"": 3}",2026-05-29T12:36:31+00:00
75,1,,anon_1fed7603fadc9704,page_viewed,2026-05-29T19:38:34+00:00,s_f1fa7e6afa23,WhatsApp,/onboarding,"{""channel"": ""WhatsApp"", ""page_num"": 4}",2026-05-29T19:38:34+00:00
76,1,,anon_1fed7603fadc9704,page_viewed,2026-05-29T11:42:52+00:00,s_f1fa7e6afa23,WhatsApp,/,"{""channel"": ""WhatsApp"", ""page_num"": 5}",2026-05-29T11:42:52+00:00
77,1,,anon_1fed7603fadc9704,page_viewed,2026-05-29T15:02:12+00:00,s_f1fa7e6afa23,WhatsApp,/signup,"{""channel"": ""WhatsApp"", ""page_num"": 6}",2026-05-29T15:02:12+00:00
78,1,,anon_1fed7603fadc9704,page_viewed,2026-05-29T17:54:53+00:00,s_f1fa7e6afa23,WhatsApp,/onboarding,"{""channel"": ""WhatsApp"", ""page_num"": 7}",2026-05-29T17:54:53+00:00
79,1,,anon_977f199a374e6538,page_viewed,2026-05-09T16:24:41+00:00,s_8cc2e0f01309,WhatsApp,/signup,"{""channel"": ""WhatsApp"", ""page_num"": 1}",2026-05-09T16:24:41+00:00
80,1,,anon_977f199a374e6538,page_viewed,2026-05-09T20:29:05+00:00,s_8cc2e0f01309,WhatsApp,/dashboard,"{""channel"": ""WhatsApp"", ""page_num"": 2}",2026-05-09T20:29:05+00:00
81,1,,anon_977f199a374e6538,page_viewed,2026-05-09T21:44:09+00:00,s_8cc2e0f01309,WhatsApp,/onboarding,"{""channel"": ""WhatsApp"", ""page_num"": 3}",2026-05-09T21:44:09+00:00
82,1,,anon_977f199a374e6538,page_viewed,2026-05-09T10:40:46+00:00,s_8cc2e0f01309,WhatsApp,/dashboard,"{""channel"": ""WhatsApp"", ""page_num"": 4}",2026-05-09T10:40:46+00:00
83,1,,anon_b6e5dd9a315007d2,page_viewed,2026-05-07T20:01:38+00:00,s_fe11230e50fc,WhatsApp,/onboarding,"{""channel"": ""WhatsApp"", ""page_num"": 1}",2026-05-07T20:01:38+00:00
84,1,,anon_b6e5dd9a315007d2,page_viewed,2026-05-07T10:17:07+00:00,s_fe11230e50fc,WhatsApp,/events,"{""channel"": ""WhatsApp"", ""page_num"": 2}",2026-05-07T10:17:07+00:00
85,1,,anon_b6e5dd9a315007d2,page_viewed,2026-05-07T21:04:21+00:00,s_fe11230e50fc,WhatsApp,/events,"{""channel"": ""WhatsApp"", ""page_num"": 3}",2026-05-07T21:04:21+00:00
86,1,,anon_b6e5dd9a315007d2,page_viewed,2026-05-07T19:58:21+00:00,s_fe11230e50fc,WhatsApp,/dashboard,"{""channel"": ""WhatsApp"", ""page_num"": 4}",2026-05-07T19:58:21+00:00
87,1,,anon_b6e5dd9a315007d2,page_viewed,2026-05-07T12:55:51+00:00,s_fe11230e50fc,WhatsApp,/onboarding,"{""channel"": ""WhatsApp"", ""page_num"": 5}",2026-05-07T12:55:51+00:00
88,1,,anon_b6e5dd9a315007d2,signup_started,2026-05-07T11:24:14+00:00,s_fe11230e50fc,WhatsApp,/signup,"{""channel"": ""WhatsApp""}",2026-05-07T11:24:14+00:00
89,1,,anon_c8613afa1ae17565,page_viewed,2026-05-08T11:33:22+00:00,s_96bd5e9f4e7a,Paid Ads,/dashboard,"{""channel"": ""Paid Ads"", ""page_num"": 1}",2026-05-08T11:33:22+00:00
90,1,,anon_c8613afa1ae17565,page_viewed,2026-05-08T16:38:06+00:00,s_96bd5e9f4e7a,Paid Ads,/,"{""channel"": ""Paid Ads"", ""page_num"": 2}",2026-05-08T16:38:06+00:00
91,1,,anon_c8613afa1ae17565,page_viewed,2026-05-08T13:20:48+00:00,s_96bd5e9f4e7a,Paid Ads,/search,"{""channel"": ""Paid Ads"", ""page_num"": 3}",2026-05-08T13:20:48+00:00
92,1,,anon_c8613afa1ae17565,page_viewed,2026-05-08T13:22:51+00:00,s_96bd5e9f4e7a,Paid Ads,/search,"{""channel"": ""Paid Ads"", ""page_num"": 4}",2026-05-08T13:22:51+00:00
93,1,,anon_c8613afa1ae17565,page_viewed,2026-05-08T23:37:08+00:00,s_96bd5e9f4e7a,Paid Ads,/dashboard,"{""channel"": ""Paid Ads"", ""page_num"": 5}",2026-05-08T23:37:08+00:00
94,1,,anon_c8613afa1ae17565,signup_started,2026-05-08T12:42:08+00:00,s_96bd5e9f4e7a,Paid Ads,/signup,"{""channel"": ""Paid Ads""}",2026-05-08T12:42:08+00:00
95,1,,anon_bc44a417914ba9bb,page_viewed,2026-05-30T22:11:28+00:00,s_9bd3f580ad9f,Instagram,/profile,"{""channel"": ""Instagram"", ""page_num"": 1}",2026-05-30T22:11:28+00:00
96,1,,anon_bc44a417914ba9bb,page_viewed,2026-05-30T22:32:18+00:00,s_9bd3f580ad9f,Instagram,/dashboard,"{""channel"": ""Instagram"", ""page_num"": 2}",2026-05-30T22:32:18+00:00
97,1,,anon_bc44a417914ba9bb,page_viewed,2026-05-30T21:33:45+00:00,s_9bd3f580ad9f,Instagram,/onboarding,"{""channel"": ""Instagram"", ""page_num"": 3}",2026-05-30T21:33:45+00:00
98,1,,anon_bc44a417914ba9bb,page_viewed,2026-05-30T17:40:54+00:00,s_9bd3f580ad9f,Instagram,/events,"{""channel"": ""Instagram"", ""page_num"": 4}",2026-05-30T17:40:54+00:00
99,1,,anon_bc44a417914ba9bb,page_viewed,2026-05-30T17:26:49+00:00,s_9bd3f580ad9f,Instagram,/profile,"{""channel"": ""Instagram"", ""page_num"": 5}",2026-05-30T17:26:49+00:00
100,1,,anon_bade33a013a22a82,page_viewed,2026-04-28T23:51:55+00:00,s_be50150015a7,Instagram,/,"{""channel"": ""Instagram"", ""page_num"": 1}",2026-04-28T23:51:55+00:00
101,1,,anon_bade33a013a22a82,page_viewed,2026-04-28T21:43:32+00:00,s_be50150015a7,Instagram,/signup,"{""channel"": ""Instagram"", ""page_num"": 2}",2026-04-28T21:43:32+00:00
102,1,,anon_bade33a013a22a82,page_viewed,2026-04-28T23:31:32+00:00,s_be50150015a7,Instagram,/events,"{""channel"": ""Instagram"", ""page_num"": 3}",2026-04-28T23:31:32+00:00
103,1,,anon_bade33a013a22a82,page_viewed,2026-04-28T20:00:39+00:00,s_be50150015a7,Instagram,/onboarding,"{""channel"": ""Instagram"", ""page_num"": 4}",2026-04-28T20:00:39+00:00
104,1,,anon_6ccb6ae1b6d331ca,page_viewed,2026-05-26T09:38:28+00:00,s_f36c1c45a942,LinkedIn,/signup,"{""channel"": ""LinkedIn"", ""page_num"": 1}",2026-05-26T09:38:28+00:00
105,1,,anon_6ccb6ae1b6d331ca,page_viewed,2026-05-26T15:11:04+00:00,s_f36c1c45a942,LinkedIn,/profile,"{""channel"": ""LinkedIn"", ""page_num"": 2}",2026-05-26T15:11:04+00:00
106,1,,anon_6ccb6ae1b6d331ca,page_viewed,2026-05-26T12:32:22+00:00,s_f36c1c45a942,LinkedIn,/,"{""channel"": ""LinkedIn"", ""page_num"": 3}",2026-05-26T12:32:22+00:00
107,1,,anon_6ccb6ae1b6d331ca,page_viewed,2026-05-26T21:31:24+00:00,s_f36c1c45a942,LinkedIn,/signup,"{""channel"": ""LinkedIn"", ""page_num"": 4}",2026-05-26T21:31:24+00:00
108,1,,anon_6ccb6ae1b6d331ca,page_viewed,2026-05-26T19:07:21+00:00,s_f36c1c45a942,LinkedIn,/onboarding,"{""channel"": ""LinkedIn"", ""page_num"": 5}",2026-05-26T19:07:21+00:00
109,1,,anon_6ccb6ae1b6d331ca,page_viewed,2026-05-26T11:18:19+00:00,s_f36c1c45a942,LinkedIn,/settings,"{""channel"": ""LinkedIn"", ""page_num"": 6}",2026-05-26T11:18:19+00:00
110,1,,anon_6ccb6ae1b6d331ca,signup_started,2026-05-26T14:00:47+00:00,s_f36c1c45a942,LinkedIn,/signup,"{""channel"": ""LinkedIn""}",2026-05-26T14:00:47+00:00
111,1,,anon_37abaaf864c46086,page_viewed,2026-04-23T19:00:39+00:00,s_7cff07e3d92d,Paid Ads,/settings,"{""channel"": ""Paid Ads"", ""page_num"": 1}",2026-04-23T19:00:39+00:00
112,1,,anon_37abaaf864c46086,page_viewed,2026-04-23T18:19:22+00:00,s_7cff07e3d92d,Paid Ads,/events,"{""channel"": ""Paid Ads"", ""page_num"": 2}",2026-04-23T18:19:22+00:00
113,1,,anon_37abaaf864c46086,signup_started,2026-04-23T13:25:22+00:00,s_7cff07e3d92d,Paid Ads,/signup,"{""channel"": ""Paid Ads""}",2026-04-23T13:25:22+00:00
114,1,,anon_7df6bc1d6e4928ac,page_viewed,2026-05-07T16:14:30+00:00,s_01c4e2297cc7,Instagram,/search,"{""channel"": ""Instagram"", ""page_num"": 1}",2026-05-07T16:14:30+00:00
115,1,,anon_7df6bc1d6e4928ac,page_viewed,2026-05-07T19:19:23+00:00,s_01c4e2297cc7,Instagram,/search,"{""channel"": ""Instagram"", ""page_num"": 2}",2026-05-07T19:19:23+00:00
116,1,,anon_7df6bc1d6e4928ac,page_viewed,2026-05-07T13:34:51+00:00,s_01c4e2297cc7,Instagram,/dashboard,"{""channel"": ""Instagram"", ""page_num"": 3}",2026-05-07T13:34:51+00:00
117,1,,anon_7df6bc1d6e4928ac,signup_started,2026-05-07T22:42:53+00:00,s_01c4e2297cc7,Instagram,/signup,"{""channel"": ""Instagram""}",2026-05-07T22:42:53+00:00
118,1,,anon_5a8e8f0523cecf1e,page_viewed,2026-04-22T14:18:02+00:00,s_32ce93dbb58f,LinkedIn,/signup,"{""channel"": ""LinkedIn"", ""page_num"": 1}",2026-04-22T14:18:02+00:00
119,1,,anon_5a8e8f0523cecf1e,page_viewed,2026-04-22T20:26:47+00:00,s_32ce93dbb58f,LinkedIn,/profile,"{""channel"": ""LinkedIn"", ""page_num"": 2}",2026-04-22T20:26:47+00:00
120,1,,anon_f2c8c25e32f1227c,page_viewed,2026-05-18T12:20:48+00:00,s_7edd84838cd4,WhatsApp,/search,"{""channel"": ""WhatsApp"", ""page_num"": 1}",2026-05-18T12:20:48+00:00
121,1,,anon_f2c8c25e32f1227c,page_viewed,2026-05-18T20:08:07+00:00,s_7edd84838cd4,WhatsApp,/events,"{""channel"": ""WhatsApp"", ""page_num"": 2}",2026-05-18T20:08:07+00:00
122,1,,anon_f2c8c25e32f1227c,page_viewed,2026-05-18T08:08:09+00:00,s_7edd84838cd4,WhatsApp,/profile,"{""channel"": ""WhatsApp"", ""page_num"": 3}",2026-05-18T08:08:09+00:00
123,1,,anon_f2c8c25e32f1227c,page_viewed,2026-05-18T08:49:43+00:00,s_7edd84838cd4,WhatsApp,/onboarding,"{""channel"": ""WhatsApp"", ""page_num"": 4}",2026-05-18T08:49:43+00:00
124,1,,anon_f2c8c25e32f1227c,page_viewed,2026-05-18T09:43:53+00:00,s_7edd84838cd4,WhatsApp,/profile,"{""channel"": ""WhatsApp"", ""page_num"": 5}",2026-05-18T09:43:53+00:00
125,1,,anon_f2c8c25e32f1227c,page_viewed,2026-05-18T21:38:47+00:00,s_7edd84838cd4,WhatsApp,/,"{""channel"": ""WhatsApp"", ""page_num"": 6}",2026-05-18T21:38:47+00:00
126,1,,anon_f2c8c25e32f1227c,page_viewed,2026-05-18T21:30:18+00:00,s_7edd84838cd4,WhatsApp,/dashboard,"{""channel"": ""WhatsApp"", ""page_num"": 7}",2026-05-18T21:30:18+00:00
127,1,,anon_9e1be56d3f6c5de5,page_viewed,2026-05-05T15:42:52+00:00,s_dd3a09361d71,Instagram,/search,"{""channel"": ""Instagram"", ""page_num"": 1}",2026-05-05T15:42:52+00:00
128,1,,anon_9e1be56d3f6c5de5,page_viewed,2026-05-05T14:30:45+00:00,s_dd3a09361d71,Instagram,/events,"{""channel"": ""Instagram"", ""page_num"": 2}",2026-05-05T14:30:45+00:00
129,1,,anon_9e1be56d3f6c5de5,page_viewed,2026-05-05T13:12:54+00:00,s_dd3a09361d71,Instagram,/signup,"{""channel"": ""Instagram"", ""page_num"": 3}",2026-05-05T13:12:54+00:00
